Issue ID: 106626
Issue Type: crash
Issue Commit: e51fc36c385d756ccbc2be8c47c52af207c3aead
Issue Title: [SLP] Assertion "All elements in mask must be less than CommonVF." failed
Issue Labels: ['llvm:SLPVectorizer', 'crash']
Checking out the issue's environment ...
Building LLVM and try reproducing the issue ...
Issue reproduced successfully.
╭─ Reproducer [MainThread@3205769] ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
│ define void @test() {                                                                                                                                                                    │
│ entry:                                                                                                                                                                                   │
│ SLP:       update deps of /   %i141 = fadd fast float %i136, poison                        │
│ SLP:       update deps of /   %i140 = fadd fast float %i134, poison                        │
│ SLP:       update deps of /   %i139 = fadd fast float %i132, poison                        │
│ SLP:       update deps of /   %i122 = fadd fast float %i118, poison                        │
│ SLP:       update deps of /   %i120 = fadd fast float %i114, poison                        │
│ SLP:       update deps of /   %i101 = fadd fast float %i96, poison                         │
│ SLP:       update deps of /   %i100 = fadd fast float %i94, poison                         │
│ SLP:       update deps of /   %i99 = fadd fast float %i92, poison                          │
│ SLP:       update deps of /   %i161 = fadd fast float %i156, poison                        │
│ SLP:       update deps of /   %i160 = fadd fast float %i154, poison                        │
│ SLP:       update deps of /   %i121 = fadd fast float %i116, poison                        │
│ SLP:       update deps of /   %i119 = fadd fast float %i112, poison                        │
│ SLP:       update deps of /   %i102 = fadd fast float %i98, poison                         │
│ SLP:       update deps of   %i106 = fadd fast float %i102, poison                          │
│ SLP:     gets ready on update:   %i106 = fadd fast float %i102, poison                     │
│ SLP:       update deps of   %i123 = fadd fast float %i119, poison                          │
│ SLP:     gets ready on update:   %i123 = fadd fast float %i119, poison                     │
│ SLP:       update deps of   %i125 = fadd fast float %i121, poison                          │
│ SLP:     gets ready on update:   %i125 = fadd fast float %i121, poison                     │
│ SLP:       update deps of   %i103 = fadd fast float %i99, poison                           │
│ SLP:     gets ready on update:   %i103 = fadd fast float %i99, poison                      │
│ SLP:       update deps of   %i104 = fadd fast float %i100, poison                          │
│ SLP:     gets ready on update:   %i104 = fadd fast float %i100, poison                     │
│ SLP:       update deps of   %i105 = fadd fast float %i101, poison                          │
│ SLP:     gets ready on update:   %i105 = fadd fast float %i101, poison                     │
│ SLP:       update deps of   %i124 = fadd fast float %i120, poison                          │
│ SLP:     gets ready on update:   %i124 = fadd fast float %i120, poison                     │
│ SLP:       update deps of   %i126 = fadd fast float %i122, poison                          │
│ SLP:     gets ready on update:   %i126 = fadd fast float %i122, poison                     │
│ SLP:       update deps of   %i143 = fadd fast float %i139, poison                          │
│ SLP:     gets ready on update:   %i143 = fadd fast float %i139, poison                     │
│ SLP:       update deps of   %i144 = fadd fast float %i140, poison                          │
│ SLP:     gets ready on update:   %i144 = fadd fast float %i140, poison                     │
│ SLP:       update deps of   %i145 = fadd fast float %i141, poison                          │
│ SLP:     gets ready on update:   %i145 = fadd fast float %i141, poison                     │
│ SLP:       update deps of   %i146 = fadd fast float %i142, poison                          │
│ SLP:     gets ready on update:   %i146 = fadd fast float %i142, poison                     │
│ SLP:    initially in ready list:   %i103 = fadd fast float %i99, poison                    │
│ SLP:    initially in ready list:   %i104 = fadd fast float %i100, poison                   │
│ SLP:    initially in ready list:   %i105 = fadd fast float %i101, poison                   │
│ SLP:    initially in ready list:   %i106 = fadd fast float %i102, poison                   │
│ SLP:    initially in ready list:   %i123 = fadd fast float %i119, poison                   │
│ SLP:    initially in ready list:   %i124 = fadd fast float %i120, poison                   │
│ SLP:    initially in ready list:   %i125 = fadd fast float %i121, poison                   │
│ SLP:    initially in ready list:   %i126 = fadd fast float %i122, poison                   │
│ SLP:    initially in ready list:   %i143 = fadd fast float %i139, poison                   │
│ SLP:    initially in ready list:   %i144 = fadd fast float %i140, poison                   │
│ SLP:    initially in ready list:   %i145 = fadd fast float %i141, poison                   │
│ SLP:    initially in ready list:   %i146 = fadd fast float %i142, poison                   │
│ SLP:   schedule   %i146 = fadd fast float %i142, poison                                    │
│ SLP:   schedule   %i145 = fadd fast float %i141, poison                                    │
│ SLP:   schedule   %i144 = fadd fast float %i140, poison                                    │
│ SLP:   schedule   %i143 = fadd fast float %i139, poison                                    │
│ SLP:   schedule   %i126 = fadd fast float %i122, poison                                    │
│ SLP:   schedule   %i125 = fadd fast float %i121, poison                                    │
│ SLP:   schedule   %i124 = fadd fast float %i120, poison                                    │
│ SLP:   schedule   %i123 = fadd fast float %i119, poison                                    │
│ SLP:   schedule   %i106 = fadd fast float %i102, poison                                    │
│ SLP:   schedule   %i105 = fadd fast float %i101, poison                                    │
│ SLP:   schedule   %i104 = fadd fast float %i100, poison                                    │
│ SLP:   schedule   %i103 = fadd fast float %i99, poison                                     │
│ SLP:    gets ready (def): [  %i162 = fadd fast float %i158, poison;  %i159 = fadd fast     │
│ float %i152, poison;  %i142 = fadd fast float %i138, poison;  %i141 = fadd fast float      │
│ %i136, poison;  %i140 = fadd fast float %i134, poison;  %i139 = fadd fast float %i132,     │
│ poison;  %i122 = fadd fast float %i118, poison;  %i120 = fadd fast float %i114, poison;    │
│ %i101 = fadd fast float %i96, poison;  %i100 = fadd fast float %i94, poison;  %i99 = fadd  │
│ fast float %i92, poison;  %i161 = fadd fast float %i156, poison;  %i160 = fadd fast float  │
│ %i154, poison;  %i121 = fadd fast float %i116, poison;  %i119 = fadd fast float %i112,     │
│ poison;  %i102 = fadd fast float %i98, poison]                                             │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of un/bin op.                                                          │
│ SLP:  bundle:   %i158 = fadd fast float %i157, %i150                                       │
│ SLP:  extend schedule region start to   %i96 = fadd fast float %i95, %i89                  │
│ SLP:  extend schedule region start to   %i94 = fadd fast float %i93, %i88                  │
│ SLP:  extend schedule region start to   %i92 = fadd fast float %i91, %i87                  │
│ SLP: try schedule bundle [  %i158 = fadd fast float %i157, %i150;  %i152 = fadd fast float │
│ %i151, %i147;  %i138 = fadd fast float %i137, %i130;  %i136 = fadd fast float %i135,       │
│ %i129;  %i134 = fadd fast float %i133, %i128;  %i132 = fadd fast float %i131, %i127;       │
│ %i118 = fadd fast float %i117, %i110;  %i114 = fadd fast float %i113, %i108;  %i96 = fadd  │
│ fast float %i95, %i89;  %i94 = fadd fast float %i93, %i88;  %i92 = fadd fast float %i91,   │
│ %i87;  %i156 = fadd fast float %i155, %i149;  %i154 = fadd fast float %i153, %i148;  %i116 │
│ = fadd fast float %i115, %i109;  %i112 = fadd fast float %i111, %i107;  %i98 = fadd fast   │
│ float %i97, %i90] in block bb78                                                            │
│ SLP:       update deps of [  %i158 = fadd fast float %i157, %i150;  %i152 = fadd fast      │
│ float %i151, %i147;  %i138 = fadd fast float %i137, %i130;  %i136 = fadd fast float %i135, │
│ %i129;  %i134 = fadd fast float %i133, %i128;  %i132 = fadd fast float %i131, %i127;       │
│ %i118 = fadd fast float %i117, %i110;  %i114 = fadd fast float %i113, %i108;  %i96 = fadd  │
│ fast float %i95, %i89;  %i94 = fadd fast float %i93, %i88;  %i92 = fadd fast float %i91,   │
│ %i87;  %i156 = fadd fast float %i155, %i149;  %i154 = fadd fast float %i153, %i148;  %i116 │
│ = fadd fast float %i115, %i109;  %i112 = fadd fast float %i111, %i107;  %i98 = fadd fast   │
│ float %i97, %i90]                                                                          │
│ SLP:       update deps of /   %i152 = fadd fast float %i151, %i147                         │
│ SLP:       update deps of /   %i138 = fadd fast float %i137, %i130                         │
│ SLP:       update deps of /   %i136 = fadd fast float %i135, %i129                         │
│ SLP:       update deps of /   %i134 = fadd fast float %i133, %i128                         │
│ SLP:       update deps of /   %i132 = fadd fast float %i131, %i127                         │
│ SLP:       update deps of /   %i118 = fadd fast float %i117, %i110                         │
│ SLP:       update deps of /   %i114 = fadd fast float %i113, %i108                         │
│ SLP:       update deps of /   %i96 = fadd fast float %i95, %i89                            │
│ SLP:       update deps of /   %i94 = fadd fast float %i93, %i88                            │
│ SLP:       update deps of /   %i92 = fadd fast float %i91, %i87                            │
│ SLP:       update deps of /   %i156 = fadd fast float %i155, %i149                         │
│ SLP:       update deps of /   %i154 = fadd fast float %i153, %i148                         │
│ SLP:       update deps of /   %i116 = fadd fast float %i115, %i109                         │
│ SLP:       update deps of /   %i112 = fadd fast float %i111, %i107                         │
│ SLP:       update deps of /   %i98 = fadd fast float %i97, %i90                            │
│ SLP:   schedule [  %i162 = fadd fast float %i158, poison;  %i159 = fadd fast float %i152,  │
│ poison;  %i142 = fadd fast float %i138, poison;  %i141 = fadd fast float %i136, poison;    │
│ %i140 = fadd fast float %i134, poison;  %i139 = fadd fast float %i132, poison;  %i122 =    │
│ fadd fast float %i118, poison;  %i120 = fadd fast float %i114, poison;  %i101 = fadd fast  │
│ float %i96, poison;  %i100 = fadd fast float %i94, poison;  %i99 = fadd fast float %i92,   │
│ poison;  %i161 = fadd fast float %i156, poison;  %i160 = fadd fast float %i154, poison;    │
│ %i121 = fadd fast float %i116, poison;  %i119 = fadd fast float %i112, poison;  %i102 =    │
│ fadd fast float %i98, poison]                                                              │
│ SLP:    gets ready (def): [  %i158 = fadd fast float %i157, %i150;  %i152 = fadd fast      │
│ float %i151, %i147;  %i138 = fadd fast float %i137, %i130;  %i136 = fadd fast float %i135, │
│ %i129;  %i134 = fadd fast float %i133, %i128;  %i132 = fadd fast float %i131, %i127;       │
│ %i118 = fadd fast float %i117, %i110;  %i114 = fadd fast float %i113, %i108;  %i96 = fadd  │
│ fast float %i95, %i89;  %i94 = fadd fast float %i93, %i88;  %i92 = fadd fast float %i91,   │
│ %i87;  %i156 = fadd fast float %i155, %i149;  %i154 = fadd fast float %i153, %i148;  %i116 │
│ = fadd fast float %i115, %i109;  %i112 = fadd fast float %i111, %i107;  %i98 = fadd fast   │
│ float %i97, %i90]                                                                          │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of un/bin op.                                                          │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of un/bin op.                                                          │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of un/bin op.                                                          │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of PHINodes.                                                           │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP:    Checking bundle:   %i106 = fadd fast float %i102, poison.                          │
│ SLP: Gathering due to partial overlap.                                                     │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: We are able to schedule this bundle.                                                  │
│ SLP: added a vector of PHINodes.                                                           │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Gathering due to C,S,B,O, small shuffle.                                              │
│ SLP: Shuffle for reused scalars.                                                           │
│ SLP: Scalar used twice in bundle.                                                          │
│ SLP: Gathering non-consecutive loads.                                                      │
│ SLP: Checking user:  store float %i174, ptr poison, align 1.                               │
│ SLP: Need to extract:  store float %i174, ptr poison, align 1 from lane 13 from   %i174 =  │
│ phi nsz float [ %i72, %bb64 ], [ %i144, %bb78 ].                                           │
│ SLP: Checking user:  %i187 = phi nsz float [ %i178, %bb167 ], [ poison, %bb185 ].          │
│ SLP: Need to extract:  %i187 = phi nsz float [ %i178, %bb167 ], [ poison, %bb185 ] from    │
│ lane 14 from   %i178 = phi nsz float [ %i69, %bb64 ], [ %i124, %bb78 ].                    │
│ SLP: Checking user:  store float %i182, ptr poison, align 1.                               │
│ SLP: Need to extract:  store float %i182, ptr poison, align 1 from lane 15 from   %i182 =  │
│ phi nsz float [ %i67, %bb64 ], [ %i104, %bb78 ].                                           │
│ SLP: Checking user:  %i168 = phi nsz float [ %i76, %bb64 ], [ %i166, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i168 = phi nsz float [ %i76, %bb64 ], [ %i166,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i171 = phi nsz float [ %i75, %bb64 ], [ %i163, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i171 = phi nsz float [ %i75, %bb64 ], [ %i163,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i172 = phi nsz float [ %i74, %bb64 ], [ %i146, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i172 = phi nsz float [ %i74, %bb64 ], [ %i146,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i173 = phi nsz float [ %i73, %bb64 ], [ %i145, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i173 = phi nsz float [ %i73, %bb64 ], [ %i145,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i175 = phi nsz float [ %i71, %bb64 ], [ %i143, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i175 = phi nsz float [ %i71, %bb64 ], [ %i143,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i176 = phi nsz float [ %i70, %bb64 ], [ %i126, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i176 = phi nsz float [ %i70, %bb64 ], [ %i126,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i86 = phi nsz float [ %i70, %bb77 ], [ %i126, %bb78 ].               │
│ SLP:    Internal user will be removed:  %i86 = phi nsz float [ %i70, %bb77 ], [ %i126,     │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i181 = phi nsz float [ %i68, %bb64 ], [ %i105, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i181 = phi nsz float [ %i68, %bb64 ], [ %i105,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i81 = phi nsz float [ %i68, %bb77 ], [ %i105, %bb78 ].               │
│ SLP:    Internal user will be removed:  %i81 = phi nsz float [ %i68, %bb77 ], [ %i105,     │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i183 = phi nsz float [ %i66, %bb64 ], [ %i103, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i183 = phi nsz float [ %i66, %bb64 ], [ %i103,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i79 = phi nsz float [ %i66, %bb77 ], [ %i103, %bb78 ].               │
│ SLP:    Internal user will be removed:  %i79 = phi nsz float [ %i66, %bb77 ], [ %i103,     │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i169 = phi nsz float [ poison, %bb64 ], [ %i165, %bb78 ].            │
│ SLP:    Internal user will be removed:  %i169 = phi nsz float [ poison, %bb64 ], [ %i165,  │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i170 = phi nsz float [ poison, %bb64 ], [ %i164, %bb78 ].            │
│ SLP:    Internal user will be removed:  %i170 = phi nsz float [ poison, %bb64 ], [ %i164,  │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i177 = phi nsz float [ poison, %bb64 ], [ %i125, %bb78 ].            │
│ SLP:    Internal user will be removed:  %i177 = phi nsz float [ poison, %bb64 ], [ %i125,  │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i85 = phi nsz float [ poison, %bb77 ], [ %i125, %bb78 ].             │
│ SLP: Need to extract:  %i85 = phi nsz float [ poison, %bb77 ], [ %i125, %bb78 ] from lane  │
│ 10 from   %i125 = fadd fast float %i121, poison.                                           │
│ SLP: Checking user:  %i179 = phi nsz float [ poison, %bb64 ], [ %i123, %bb78 ].            │
│ SLP:    Internal user will be removed:  %i179 = phi nsz float [ poison, %bb64 ], [ %i123,  │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i83 = phi nsz float [ poison, %bb77 ], [ %i123, %bb78 ].             │
│ SLP: Need to extract:  %i83 = phi nsz float [ poison, %bb77 ], [ %i123, %bb78 ] from lane  │
│ 11 from   %i123 = fadd fast float %i119, poison.                                           │
│ SLP: Checking user:  %i180 = phi nsz float [ poison, %bb64 ], [ %i106, %bb78 ].            │
│ SLP:    Internal user will be removed:  %i180 = phi nsz float [ poison, %bb64 ], [ %i106,  │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i82 = phi nsz float [ poison, %bb77 ], [ %i106, %bb78 ].             │
│ SLP:    Internal user will be removed:  %i82 = phi nsz float [ poison, %bb77 ], [ %i106,   │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i174 = phi nsz float [ %i72, %bb64 ], [ %i144, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i174 = phi nsz float [ %i72, %bb64 ], [ %i144,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i178 = phi nsz float [ %i69, %bb64 ], [ %i124, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i178 = phi nsz float [ %i69, %bb64 ], [ %i124,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i84 = phi nsz float [ %i69, %bb77 ], [ %i124, %bb78 ].               │
│ SLP:    Internal user will be removed:  %i84 = phi nsz float [ %i69, %bb77 ], [ %i124,     │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i182 = phi nsz float [ %i67, %bb64 ], [ %i104, %bb78 ].              │
│ SLP:    Internal user will be removed:  %i182 = phi nsz float [ %i67, %bb64 ], [ %i104,    │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i80 = phi nsz float [ %i67, %bb77 ], [ %i104, %bb78 ].               │
│ SLP:    Internal user will be removed:  %i80 = phi nsz float [ %i67, %bb77 ], [ %i104,     │
│ %bb78 ].                                                                                   │
│ SLP: Checking user:  %i166 = fadd fast float %i162, poison.                                │
│ SLP:    Internal user will be removed:  %i166 = fadd fast float %i162, poison.             │
│ SLP: Checking user:  %i163 = fadd fast float %i159, poison.                                │
│ SLP:    Internal user will be removed:  %i163 = fadd fast float %i159, poison.             │
│ SLP: Checking user:  %i146 = fadd fast float %i142, poison.                                │
│ SLP:    Internal user will be removed:  %i146 = fadd fast float %i142, poison.             │
│ SLP: Checking user:  %i145 = fadd fast float %i141, poison.                                │
│ SLP:    Internal user will be removed:  %i145 = fadd fast float %i141, poison.             │
│ SLP: Checking user:  %i143 = fadd fast float %i139, poison.                                │
│ SLP:    Internal user will be removed:  %i143 = fadd fast float %i139, poison.             │
│ SLP: Checking user:  %i126 = fadd fast float %i122, poison.                                │
│ SLP:    Internal user will be removed:  %i126 = fadd fast float %i122, poison.             │
│ SLP: Checking user:  %i105 = fadd fast float %i101, poison.                                │
│ SLP:    Internal user will be removed:  %i105 = fadd fast float %i101, poison.             │
│ SLP: Checking user:  %i103 = fadd fast float %i99, poison.                                 │
│ SLP:    Internal user will be removed:  %i103 = fadd fast float %i99, poison.              │
│ SLP: Checking user:  %i165 = fadd fast float %i161, poison.                                │
│ SLP:    Internal user will be removed:  %i165 = fadd fast float %i161, poison.             │
│ SLP: Checking user:  %i164 = fadd fast float %i160, poison.                                │
│ SLP:    Internal user will be removed:  %i164 = fadd fast float %i160, poison.             │
│ SLP: Checking user:  %i125 = fadd fast float %i121, poison.                                │
│ SLP:    Internal user will be removed:  %i125 = fadd fast float %i121, poison.             │
│ SLP: Checking user:  %i123 = fadd fast float %i119, poison.                                │
│ SLP:    Internal user will be removed:  %i123 = fadd fast float %i119, poison.             │
│ SLP: Checking user:  %i106 = fadd fast float %i102, poison.                                │
│ SLP:    Internal user will be removed:  %i106 = fadd fast float %i102, poison.             │
│ SLP: Checking user:  %i144 = fadd fast float %i140, poison.                                │
│ SLP:    Internal user will be removed:  %i144 = fadd fast float %i140, poison.             │
│ SLP: Checking user:  %i124 = fadd fast float %i120, poison.                                │
│ SLP:    Internal user will be removed:  %i124 = fadd fast float %i120, poison.             │
│ SLP: Checking user:  %i104 = fadd fast float %i100, poison.                                │
│ SLP:    Internal user will be removed:  %i104 = fadd fast float %i100, poison.             │
│ SLP: Checking user:  %i162 = fadd fast float %i158, poison.                                │
│ SLP:    Internal user will be removed:  %i162 = fadd fast float %i158, poison.             │
│ SLP: Checking user:  %i159 = fadd fast float %i152, poison.                                │
│ SLP:    Internal user will be removed:  %i159 = fadd fast float %i152, poison.             │
│ SLP: Checking user:  %i142 = fadd fast float %i138, poison.                                │
│ SLP:    Internal user will be removed:  %i142 = fadd fast float %i138, poison.             │
│ SLP: Checking user:  %i141 = fadd fast float %i136, poison.                                │
│ SLP:    Internal user will be removed:  %i141 = fadd fast float %i136, poison.             │
│ SLP: Checking user:  %i139 = fadd fast float %i132, poison.                                │
│ SLP:    Internal user will be removed:  %i139 = fadd fast float %i132, poison.             │
│ SLP: Checking user:  %i122 = fadd fast float %i118, poison.                                │
│ SLP:    Internal user will be removed:  %i122 = fadd fast float %i118, poison.             │
│ SLP: Checking user:  %i101 = fadd fast float %i96, poison.                                 │
│ SLP:    Internal user will be removed:  %i101 = fadd fast float %i96, poison.              │
│ SLP: Checking user:  %i99 = fadd fast float %i92, poison.                                  │
│ SLP:    Internal user will be removed:  %i99 = fadd fast float %i92, poison.               │
│ SLP: Checking user:  %i161 = fadd fast float %i156, poison.                                │
│ SLP:    Internal user will be removed:  %i161 = fadd fast float %i156, poison.             │
│ SLP: Checking user:  %i160 = fadd fast float %i154, poison.                                │
│ SLP:    Internal user will be removed:  %i160 = fadd fast float %i154, poison.             │
│ SLP: Checking user:  %i121 = fadd fast float %i116, poison.                                │
│ SLP:    Internal user will be removed:  %i121 = fadd fast float %i116, poison.             │
│ SLP: Checking user:  %i119 = fadd fast float %i112, poison.                                │
│ SLP:    Internal user will be removed:  %i119 = fadd fast float %i112, poison.             │
│ SLP: Checking user:  %i102 = fadd fast float %i98, poison.                                 │
│ SLP:    Internal user will be removed:  %i102 = fadd fast float %i98, poison.              │
│ SLP: Checking user:  %i140 = fadd fast float %i134, poison.                                │
│ SLP:    Internal user will be removed:  %i140 = fadd fast float %i134, poison.             │
│ SLP: Checking user:  %i120 = fadd fast float %i114, poison.                                │
│ SLP:    Internal user will be removed:  %i120 = fadd fast float %i114, poison.             │
│ SLP: Checking user:  %i100 = fadd fast float %i94, poison.                                 │
│ SLP:    Internal user will be removed:  %i100 = fadd fast float %i94, poison.              │
│ SLP: Checking user:  %i158 = fadd fast float %i157, %i150.                                 │
│ SLP:    Internal user will be removed:  %i158 = fadd fast float %i157, %i150.              │
│ SLP: Checking user:  %i152 = fadd fast float %i151, %i147.                                 │
│ SLP:    Internal user will be removed:  %i152 = fadd fast float %i151, %i147.              │
│ SLP: Checking user:  %i138 = fadd fast float %i137, %i130.                                 │
│ SLP:    Internal user will be removed:  %i138 = fadd fast float %i137, %i130.              │
│ SLP: Checking user:  %i136 = fadd fast float %i135, %i129.                                 │
│ SLP:    Internal user will be removed:  %i136 = fadd fast float %i135, %i129.              │
│ SLP: Checking user:  %i132 = fadd fast float %i131, %i127.                                 │
│ SLP:    Internal user will be removed:  %i132 = fadd fast float %i131, %i127.              │
│ SLP: Checking user:  %i118 = fadd fast float %i117, %i110.                                 │
│ SLP:    Internal user will be removed:  %i118 = fadd fast float %i117, %i110.              │
│ SLP: Checking user:  %i96 = fadd fast float %i95, %i89.                                    │
│ SLP:    Internal user will be removed:  %i96 = fadd fast float %i95, %i89.                 │
│ SLP: Checking user:  %i92 = fadd fast float %i91, %i87.                                    │
│ SLP:    Internal user will be removed:  %i92 = fadd fast float %i91, %i87.                 │
│ SLP: Checking user:  %i156 = fadd fast float %i155, %i149.                                 │
│ SLP:    Internal user will be removed:  %i156 = fadd fast float %i155, %i149.              │
│ SLP: Checking user:  %i154 = fadd fast float %i153, %i148.                                 │
│ SLP:    Internal user will be removed:  %i154 = fadd fast float %i153, %i148.              │
│ SLP: Checking user:  %i116 = fadd fast float %i115, %i109.                                 │
│ SLP:    Internal user will be removed:  %i116 = fadd fast float %i115, %i109.              │
│ SLP: Checking user:  %i112 = fadd fast float %i111, %i107.                                 │
│ SLP:    Internal user will be removed:  %i112 = fadd fast float %i111, %i107.              │
│ SLP: Checking user:  %i98 = fadd fast float %i97, %i90.                                    │
│ SLP:    Internal user will be removed:  %i98 = fadd fast float %i97, %i90.                 │
│ SLP: Checking user:  %i134 = fadd fast float %i133, %i128.                                 │
│ SLP:    Internal user will be removed:  %i134 = fadd fast float %i133, %i128.              │
│ SLP: Checking user:  %i114 = fadd fast float %i113, %i108.                                 │
│ SLP:    Internal user will be removed:  %i114 = fadd fast float %i113, %i108.              │
│ SLP: Checking user:  %i94 = fadd fast float %i93, %i88.                                    │
│ SLP:    Internal user will be removed:  %i94 = fadd fast float %i93, %i88.                 │
│ SLP: Checking user:  %i158 = fadd fast float %i157, %i150.                                 │
│ SLP:    Internal user will be removed:  %i158 = fadd fast float %i157, %i150.              │
│ SLP: Checking user:  %i152 = fadd fast float %i151, %i147.                                 │
│ SLP:    Internal user will be removed:  %i152 = fadd fast float %i151, %i147.              │
│ SLP: Checking user:  %i138 = fadd fast float %i137, %i130.                                 │
│ SLP:    Internal user will be removed:  %i138 = fadd fast float %i137, %i130.              │
│ SLP: Checking user:  %i136 = fadd fast float %i135, %i129.                                 │
│ SLP:    Internal user will be removed:  %i136 = fadd fast float %i135, %i129.              │
│ SLP: Checking user:  %i132 = fadd fast float %i131, %i127.                                 │
│ SLP:    Internal user will be removed:  %i132 = fadd fast float %i131, %i127.              │
│ SLP: Checking user:  %i118 = fadd fast float %i117, %i110.                                 │
│ SLP:    Internal user will be removed:  %i118 = fadd fast float %i117, %i110.              │
│ SLP: Checking user:  %i96 = fadd fast float %i95, %i89.                                    │
│ SLP:    Internal user will be removed:  %i96 = fadd fast float %i95, %i89.                 │
│ SLP: Checking user:  %i92 = fadd fast float %i91, %i87.                                    │
│ SLP:    Internal user will be removed:  %i92 = fadd fast float %i91, %i87.                 │
│ SLP: Checking user:  %i156 = fadd fast float %i155, %i149.                                 │
│ SLP:    Internal user will be removed:  %i156 = fadd fast float %i155, %i149.              │
│ SLP: Checking user:  %i154 = fadd fast float %i153, %i148.                                 │
│ SLP:    Internal user will be removed:  %i154 = fadd fast float %i153, %i148.              │
│ SLP: Checking user:  %i116 = fadd fast float %i115, %i109.                                 │
│ SLP:    Internal user will be removed:  %i116 = fadd fast float %i115, %i109.              │
│ SLP: Checking user:  %i112 = fadd fast float %i111, %i107.                                 │
│ SLP:    Internal user will be removed:  %i112 = fadd fast float %i111, %i107.              │
│ SLP: Checking user:  %i98 = fadd fast float %i97, %i90.                                    │
│ SLP:    Internal user will be removed:  %i98 = fadd fast float %i97, %i90.                 │
│ SLP: Checking user:  %i134 = fadd fast float %i133, %i128.                                 │
│ SLP:    Internal user will be removed:  %i134 = fadd fast float %i133, %i128.              │
│ SLP: Checking user:  %i114 = fadd fast float %i113, %i108.                                 │
