Setting up the buggy LLVM environment ...
Building LLVM and try reproducing the issue ...
Issue reproduced successfully.
Starting to fix the issue ...
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1341490] ─────────────────────────────────────────────────╮
│ You are an expert LLVM developer. Please solve this LLVM issue:             │
│                                                                             │
│ ------ BEGIN ISSUE ------                                                   │
│ Type: crash                                                                 │
│                                                                             │
│ Reproducer (LLVM IR): ```bash                                               │
│ cat /tmp/test.ll                                                            │
│                                                                             │
│ define i32 @test(ptr addrspace(1) %arg) {                                   │
│ ;                                                                           │
│ bb:                                                                         │
│ specifically.                                                               │
│                                                                             │
│ ```bash                                                                     │
│ grep -n -A30 "Value.*BoUpSLP::gather"                                       │
│ /llvm-autofix-deps/llvm/llvm/llvm/lib/Transforms/Vectorize/SLPVectorizer.cp │
│ p                                                                           │
│ ```                                                                         │
╰─────────────────────────────────────────────────────────────────────────────╯
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1341490] ─────────────────────────────────────────────────╮
│ <returncode>0</returncode>                                                  │
│ <output>                                                                    │
│ 16161:Value *BoUpSLP::gather(                                               │
│ 16162-    ArrayRef<Value *> VL, Value *Root, Type *ScalarTy,                │
│ 16163-    function_ref<Value *(Value *, Value *, ArrayRef<int>)>            │
│ CreateShuffle) {                                                            │
│ 16164-  // List of instructions/lanes from current block and/or the blocks  │
│ which are                                                                   │
│ 16165-  // part of the current loop. These instructions will be inserted at │
│ the end to                                                                  │
│ 16166-  // make it possible to optimize loops and hoist invariant           │
│ instructions out of                                                         │
│ 16167-  // the loops body with better chances for success.                  │
│ 16168-  SmallVector<std::pair<Value *, unsigned>, 4> PostponedInsts;        │
│ 16169-  SmallSet<int, 4> PostponedIndices;                                  │
│ 16170-  Loop *L = LI->getLoopFor(Builder.GetInsertBlock());                 │
│ 16171-  auto &&CheckPredecessor = [](BasicBlock *InstBB, BasicBlock         │
│ *InsertBB) {                                                                │
│ 16172-    SmallPtrSet<BasicBlock *, 4> Visited;                             │
│ 16173-    while (InsertBB && InsertBB != InstBB &&                          │
│ Visited.insert(InsertBB).second)                                            │
│ 16174-      InsertBB = InsertBB->getSinglePredecessor();                    │
│ 16175-    return InsertBB && InsertBB == InstBB;                            │
│ 16176-  };                                                                  │
│ 16177-  for (int I = 0, E = VL.size(); I < E; ++I) {                        │
│ 16178-    if (auto *Inst = dyn_cast<Instruction>(VL[I]))                    │
│ 16179-      if ((CheckPredecessor(Inst->getParent(),                        │
│ Builder.GetInsertBlock()) ||                                                │
│ 16180-           isVectorized(Inst) ||                                      │
│ 16181-           (L && (!Root || L->isLoopInvariant(Root)) &&               │
│ L->contains(Inst))) &&                                                      │
│ 16182-          PostponedIndices.insert(I).second)                          │
│ 16183-        PostponedInsts.emplace_back(Inst, I);                         │
│ 16184-  }                                                                   │
│ 16185-                                                                      │
│ 16186-  auto &&CreateInsertElement = [this](Value *Vec, Value *V, unsigned  │
│ Pos,                                                                        │
│ 16187-                                      Type *Ty) {                     │
│ 16188-    Value *Scalar = V;                                                │
│ 16189-    if (Scalar->getType() != Ty) {                                    │
│ 16190-      assert(Scalar->getType()->isIntOrIntVectorTy() &&               │
│ 16191-             Ty->isIntOrIntVectorTy() && "Expected integer types      │
│ only.");                                                                    │
│ </output>                                                                   │
╰─────────────────────────────────────────────────────────────────────────────╯
Executing round #16, chat statistics so far: {'chat_rounds': 16,
'input_tokens': 191830, 'cached_tokens': 47104, 'output_tokens': 2266,
'total_tokens': 194096}
╭─ assistant [MainThread@1341490] ────────────────────────────────────────────╮
│ THOUGHT: Now I can see the `gather` function implementation. The key issue  │
│ is in how it handles instruction placement. The function uses               │
│ `Builder.GetInsertBlock()` to determine where to insert instructions, but   │
│ this may not be the correct location when dealing with complex control flow │
│ and phi nodes.                                                              │
│                                                                             │
│ Looking at the reproducer, the problem occurs because the SLP vectorizer    │
│ creates vector instructions (insertelement and shufflevector) that are      │
│ supposed to replace scalar GEP instructions, but these vector instructions  │
│ are inserted at a point that doesn't dominate all their uses in phi nodes.  │
│                                                                             │
│ The fix should ensure that when creating vector instructions that will be   │
│ used in phi nodes across multiple basic blocks, they are inserted at a      │
│ location that dominates all those uses. In LLVM, the common dominator of    │
│ multiple basic blocks is the appropriate place to insert such instructions. │
│                                                                             │
│ However, looking more carefully at the error message, the issue is          │
│ specifically that `%1 = insertelement <2 x ptr addrspace(1)> poison, ptr    │
│ addrspace(1) %arg, i32 0` is being used by `%0 = shufflevector <2 x ptr     │
│ addrspace(1)> %1, <2 x ptr addrspace(1)> poison, <2 x i32>                  │
│ zeroinitializer`, but the numbering suggests the shufflevector is created   │
│ first (as %0) and then tries to use the insertelement (%1) which hasn't     │
│ been created yet.                                                           │
│                                                                             │
│ This indicates that the issue is in the order of instruction creation       │
│ within the same basic block. The `gather` function should create            │
│ instructions in the correct order so that each instruction dominates its    │
│ uses.                                                                       │
│                                                                             │
│ Looking at the `gather` function, it processes values in a loop and creates │
│ insertelement instructions. The issue might be that it's not properly       │
│ handling the insertion order when some values are from different basic      │
│ blocks or when there are dependencies.                                      │
│                                                                             │
│ Let me examine the specific part of the gather function that creates        │
│ insertelement instructions:                                                 │
│                                                                             │
│ ```bash                                                                     │
│ sed -n '16186,16250p'                                                       │
│ /llvm-autofix-deps/llvm/llvm/llvm/lib/Transforms/Vectorize/SLPVectorizer.cp │
│ p                                                                           │
│ ```                                                                         │
╰─────────────────────────────────────────────────────────────────────────────╯
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1341490] ─────────────────────────────────────────────────╮
│ <returncode>0</returncode>                                                  │
│ <output>                                                                    │
│   auto &&CreateInsertElement = [this](Value *Vec, Value *V, unsigned Pos,   │
│                                       Type *Ty) {                           │
│     Value *Scalar = V;                                                      │
│     if (Scalar->getType() != Ty) {                                          │
│       assert(Scalar->getType()->isIntOrIntVectorTy() &&                     │
│              Ty->isIntOrIntVectorTy() && "Expected integer types only.");   │
│       Value *V = Scalar;                                                    │
│       if (auto *CI = dyn_cast<CastInst>(Scalar);                            │
│           isa_and_nonnull<SExtInst, ZExtInst>(CI)) {                        │
│         Value *Op = CI->getOperand(0);                                      │
│         if (auto *IOp = dyn_cast<Instruction>(Op);                          │
│             !IOp || !(isDeleted(IOp) || isVectorized(IOp)))                 │
│           V = Op;                                                           │
│       }                                                                     │
│       Scalar = Builder.CreateIntCast(                                       │
│           V, Ty, !isKnownNonNegative(Scalar, SimplifyQuery(*DL)));          │
│     }                                                                       │
│                                                                             │
│     Instruction *InsElt;                                                    │
│     if (auto *VecTy = dyn_cast<FixedVectorType>(Scalar->getType())) {       │
│       assert(SLPReVec && "FixedVectorType is not expected.");               │
│       Vec =                                                                 │
│           createInsertVector(Builder, Vec, Scalar, Pos *                    │
│ getNumElements(VecTy));                                                     │
│       auto *II = dyn_cast<IntrinsicInst>(Vec);                              │
│       if (!II || II->getIntrinsicID() != Intrinsic::vector_insert)          │
│         return Vec;                                                         │
│       InsElt = II;                                                          │
│     } else {                                                                │
│       Vec = Builder.CreateInsertElement(Vec, Scalar,                        │
│ Builder.getInt32(Pos));                                                     │
│       InsElt = dyn_cast<InsertElementInst>(Vec);                            │
│       if (!InsElt)                                                          │
│         return Vec;                                                         │
│     }                                                                       │
│     GatherShuffleExtractSeq.insert(InsElt);                                 │
│     CSEBlocks.insert(InsElt->getParent());                                  │
│     // Add to our 'need-to-extract' list.                                   │
│     if (isa<Instruction>(V)) {                                              │
│       if (ArrayRef<TreeEntry *> Entries = getTreeEntries(V);                │
│ !Entries.empty()) {                                                         │
│         // Find which lane we need to extract.                              │
│         User *UserOp = nullptr;                                             │
│         if (Scalar != V) {                                                  │
│           if (auto *SI = dyn_cast<Instruction>(Scalar))                     │
│             UserOp = SI;                                                    │
│         } else {                                                            │
│           UserOp = InsElt;                                                  │
│         }                                                                   │
│         if (UserOp) {                                                       │
│           unsigned FoundLane = Entries.front()->findLaneForValue(V);        │
│           ExternalUses.emplace_back(V, UserOp, *Entries.front(),            │
│ FoundLane);                                                                 │
│         }                                                                   │
│       }                                                                     │
│     }                                                                       │
│     return Vec;                                                             │
│   };                                                                        │
│   auto *VecTy = getWidenedType(ScalarTy, VL.size());                        │
│   Value *Vec = PoisonValue::get(VecTy);                                     │
│   SmallVector<int> NonConsts;                                               │
│   SmallVector<int> Mask(VL.size());                                         │
│   std::iota(Mask.begin(), Mask.end(), 0);                                   │
│   Value *OriginalRoot = Root;                                               │
│   if (auto *SV = dyn_cast_or_null<ShuffleVectorInst>(Root);                 │
│       SV && isa<PoisonValue>(SV->getOperand(1)) &&                          │
│       SV->getOperand(0)->getType() == VecTy) {                              │
│     Root = SV->getOperand(0);                                               │
│     Mask.assign(SV->getShuffleMask().begin(), SV->getShuffleMask().end());  │
│ </output>                                                                   │
╰─────────────────────────────────────────────────────────────────────────────╯
Executing round #17, chat statistics so far: {'chat_rounds': 17,
'input_tokens': 213214, 'cached_tokens': 47104, 'output_tokens': 2709,
'total_tokens': 215923}
╭─ assistant [MainThread@1341490] ────────────────────────────────────────────╮
│ THOUGHT: Now I can see the issue more clearly. The `gather` function        │
│ creates a vector starting with `PoisonValue::get(VecTy)` and then           │
│ iteratively calls `CreateInsertElement` to insert scalar values into the    │
│ vector. Each `CreateInsertElement` call uses `Builder.CreateInsertElement`  │
│ which creates an insertelement instruction at the current insertion point.  │
│                                                                             │
│ The problem is that when the SLP vectorizer processes GEP instructions from │
│ different basic blocks, it may create the vector instructions in an order   │
│ that doesn't respect dominance. Specifically, if some of the scalar values  │
│ being gathered come from instructions in different basic blocks, the        │
│ resulting vector instructions might not be placed correctly.                │
│                                                                             │
│ However, looking at the reproducer again, all the GEP instructions are      │
│ actually in the same basic block (`bb1`). The issue is that the SLP         │
│ vectorizer is creating vector instructions that reference each other, but   │
│ the creation order is wrong.                                                │
│                                                                             │
│ Looking at the error message again: `%1 = insertelement <2 x ptr            │
│ addrspace(1)> poison, ptr addrspace(1) %arg, i32 0` and `%0 = shufflevector │
│ <2 x ptr addrspace(1)> %1, <2 x ptr addrspace(1)> poison, <2 x i32>         │
│ zeroinitializer`.                                                           │
│                                                                             │
│ The shufflevector (%0) is trying to use the insertelement (%1), but %1      │
│ hasn't been created yet when %0 is created. This suggests that the SLP      │
│ vectorizer is creating the shufflevector instruction before the             │
│ insertelement instruction, which violates dominance.                        │
│                                                                             │
│ The root cause is likely in the `FinalShuffle` function or in how the SLP   │
│ vectorizer handles the final shuffling of vectorized values. When the       │
│ vectorizer creates a vector from scalars, it may need to apply additional   │
│ shuffles to get the correct lane ordering, but these shuffles are being     │
│ created before the base vector is fully constructed.                        │
│                                                                             │
│ Let me look at the `FinalShuffle` function:                                 │
│                                                                             │
│ ```bash                                                                     │
│ grep -n -A20 "FinalShuffle"                                                 │
│ /llvm-autofix-deps/llvm/llvm/llvm/lib/Transforms/Vectorize/SLPVectorizer.cp │
│ p | head -30                                                                │
│ ```                                                                         │
╰─────────────────────────────────────────────────────────────────────────────╯
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1341490] ─────────────────────────────────────────────────╮
│ <returncode>0</returncode>                                                  │
│ <output>                                                                    │
│ 17539:  auto FinalShuffle = [&](Value *V, const TreeEntry *E) {             │
│ 17540-    ShuffleInstructionBuilder ShuffleBuilder(ScalarTy, Builder,       │
│ *this);                                                                     │
│ 17541-    if (E->getOpcode() == Instruction::Store &&                       │
│ 17542-        E->State == TreeEntry::Vectorize) {                           │
│ 17543-      ArrayRef<int> Mask =                                            │
│ 17544-          ArrayRef(reinterpret_cast<const int                         │
│ *>(E->ReorderIndices.begin()),                                              │
│ 17545-                   E->ReorderIndices.size());                         │
│ 17546-      ShuffleBuilder.add(V, Mask);                                    │
│ 17547-    } else if ((E->State == TreeEntry::StridedVectorize &&            │
│ IsReverseOrder) ||                                                          │
│ 17548-               E->State == TreeEntry::CompressVectorize) {            │
│ 17549-      ShuffleBuilder.addOrdered(V, {});                               │
│ 17550-    } else {                                                          │
│ 17551-      ShuffleBuilder.addOrdered(V, E->ReorderIndices);                │
│ 17552-    }                                                                 │
│ 17553-    SmallVector<std::pair<const TreeEntry *, unsigned>> SubVectors(   │
│ 17554-        E->CombinedEntriesWithIndices.size());                        │
│ 17555-    transform(                                                        │
│ 17556-        E->CombinedEntriesWithIndices, SubVectors.begin(), [&](const  │
│ auto &P) {                                                                  │
│ 17557-          return std::make_pair(VectorizableTree[P.first].get(),      │
│ P.second);                                                                  │
│ 17558-        });                                                           │
│ 17559-    assert(                                                           │
│ --                                                                          │
│ 17600:      V = FinalShuffle(V, E);                                         │
│ 17601-                                                                      │
│ 17602-      E->VectorizedValue = V;                                         │
│ 17603-      // If phi node is fully emitted - exit.                         │
│ 17604-      if (NewPhi->getNumIncomingValues() != 0)                        │
│ 17605-        return NewPhi;                                                │
│ 17606-                                                                      │
│ 17607-      // PHINodes may have multiple entries from the same block. We   │
│ want to                                                                     │
│ </output>                                                                   │
╰─────────────────────────────────────────────────────────────────────────────╯
Executing round #18, chat statistics so far: {'chat_rounds': 18,
'input_tokens': 235751, 'cached_tokens': 47104, 'output_tokens': 3165,
'total_tokens': 238916}
╭─ assistant [MainThread@1341490] ────────────────────────────────────────────╮
│ THOUGHT: The issue is becoming clearer. The `FinalShuffle` function creates │
│ shufflevector instructions to reorder the lanes of the vectorized value.    │
│ However, if the base vector (created by `gather`) hasn't been properly      │
│ constructed yet, or if the shuffle is created before the base vector        │
│ instructions, then dominance is violated.                                   │
│                                                                             │
│ Looking at the reproducer more carefully, I notice that the original code   │
│ has three GEP instructions in `bb1`:                                        │
│ - `%getelementptr = getelementptr i8, ptr addrspace(1) %arg, i64 20`        │
│ - `%getelementptr2 = getelementptr i8, ptr addrspace(1) %arg, i64 21`       │
│ - `%getelementptr3 = getelementptr i8, ptr addrspace(1) %arg, i64 22`       │
│                                                                             │
│ The SLP vectorizer is trying to vectorize these into a single vector GEP    │
│ operation. However, the way it's doing this involves creating intermediate  │
│ vector instructions like `insertelement` and `shufflevector`.               │
│                                                                             │
│ The key insight is that when the SLP vectorizer processes these GEP         │
│ instructions, it should create the vector instructions in the correct order │
│ within the same basic block. The `insertelement` instruction should be      │
│ created first, then the `shufflevector` that uses it.                       │
│                                                                             │
│ However, the current implementation may be creating the `shufflevector`     │
│ instruction before the `insertelement` instruction due to how the tree      │
│ traversal works.                                                            │
│                                                                             │
│ After analyzing the code, I believe the fix is to ensure that when creating │
│ vector instructions in the `gather` function, they are created in the       │
│ correct dominance order. Specifically, the base vector construction (with   │
│ `insertelement` instructions) should be completed before any shuffling      │
│ operations are applied.                                                     │
│                                                                             │
│ Looking at the error more carefully, I think the actual issue is in the     │
│ `setInsertPointAfterBundle` function. When the SLP vectorizer processes the │
│ GEP bundle, it calls `setInsertPointAfterBundle` which sets the insertion   │
│ point after the "last instruction in the bundle". However, for GEP          │
│ instructions that are being vectorized, the "last instruction" might not be │
│ correctly identified, leading to instructions being inserted in the wrong   │
│ order.                                                                      │
│                                                                             │
│ Let me examine the `getLastInstructionInBundle` function:                   │
│                                                                             │
│ ```bash                                                                     │
│ grep -n -A15 -B5 "getLastInstructionInBundle"                               │
│ /llvm-autofix-deps/llvm/llvm/llvm/lib/Transforms/Vectorize/SLPVectorizer.cp │
│ p                                                                           │
│ ```                                                                         │
╰─────────────────────────────────────────────────────────────────────────────╯
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1341490] ─────────────────────────────────────────────────╮
│ <returncode>0</returncode>                                                  │
│ <warning>                                                                   │
│ The output of your last command was too long.                               │
│ Please try a different command that produces less output.                   │
│ If you're looking at a file you can try use head, tail or sed to view a     │
│ smaller number of lines selectively.                                        │
│ If you're using grep or find and it produced too much output, you can use a │
│ more selective search pattern.                                              │
│ If you really need to see something from the full command's output, you can │
│ redirect output to a file and then search in that file.                     │
│ </warning><output_head>                                                     │
│ 3496-                                                                       │
│ 3497-  /// Returns the instruction in the bundle, which can be used as a    │
│ base point                                                                  │
│ 3498-  /// for scheduling. Usually it is the last instruction in the        │
│ bundle, except                                                              │
│ 3499-  /// for the case when all operands are external (in this case, it is │
│ the first                                                                   │
│ 3500-  /// instruction in the list).                                        │
│ 3501:  Instruction &getLastInstructionInBundle(const TreeEntry *E);         │
│ 3502-                                                                       │
│ 3503-  /// Tries to find extractelement instructions with constant indices  │
│ from fixed                                                                  │
│ 3504-  /// vector type and gather such instructions into a bunch, which     │
│ highly likely                                                               │
│ 3505-  /// might be detected as a shuffle of 1 or 2 input vectors. If this  │
│ attempt                                                                     │
│ 3506-  /// was successful, the matched scalars are replaced by poison       │
│ values in \p VL                                                             │
│ 3507-  /// for future analysis.                                             │
│ 3508-  std::optional<TargetTransformInfo::ShuffleKind>                      │
│ 3509-  tryToGatherSingleRegisterExtractElements(MutableArrayRef<Value *>    │
│ VL,                                                                         │
│ 3510-                                           SmallVectorImpl<int> &Mask) │
│ const;                                                                      │
│ 3511-                                                                       │
│ 3512-  /// Tries to find extractelement instructions with constant indices  │
│ from fixed                                                                  │
│ 3513-  /// vector type and gather such instructions into a bunch, which     │
│ highly likely                                                               │
│ 3514-  /// might be detected as a shuffle of 1 or 2 input vectors. If this  │
│ attempt                                                                     │
│ 3515-  /// was successful, the matched scalars are replaced by poison       │
│ values in \p VL                                                             │
│ 3516-  /// for future analysis.                                             │
│ --                                                                          │
│ 14149-      EntriesToOperands;                                              │
│ 14150-  SmallDenseMap<const TreeEntry *, Instruction *>                     │
│ EntriesToLastInstruction;                                                   │
│ 14151-  SmallPtrSet<const Instruction *, 8> LastInstructions;               │
│ 14152-  for (const auto &TEPtr : VectorizableTree) {                        │
│ 14153-    if (!TEPtr->isGather()) {                                         │
│ 14154:      Instruction *LastInst =                                         │
│ &getLastInstructionInBundle(TEPtr.get());                                   │
│ 14155-      EntriesToLastInstruction.try_emplace(TEPtr.get(), LastInst);    │
│ 14156-      LastInstructions.insert(LastInst);                              │
│ 14157-    }                                                                 │
│ 14158-    if (TEPtr->UserTreeIndex)                                         │
│ 14159-                                                                      │
│ EntriesToOperands[TEPtr->UserTreeIndex.UserTE].push_back(TEPtr.get());      │
│ 14160-  }                                                                   │
│ 14161-                                                                      │
│ 14162-  auto NoCallIntrinsic = [this](const Instruction *I) {               │
│ 14163-    const auto *II = dyn_cast<IntrinsicInst>(I);                      │
│ 14164-    if (!II)                                                          │
│ 14165-      return false;                                                   │
│ 14166-    if (II->isAssumeLikeIntrinsic())                                  │
│ 14167-      return true;                                                    │
│ 14168-    IntrinsicCostAttributes ICA(II->getIntrinsicID(), *II);           │
│ 14169-    InstructionCost IntrCost =                                        │
│ --                                                                          │
│ 15205-    return false;                                                     │
│ 15206-  };                                                                  │
│ 15207-  const EdgeInfo TEUseEI = GetUserEntry(TE);                          │
│ 15208-  if (!TEUseEI)                                                       │
│ 15209-    return std::nullopt;                                              │
│ 15210:  const Instruction *TEInsertPt =                                     │
│ &getLastInstructionInBundle(TEUseEI.UserTE);                                │
│ 15211-  const BasicBlock *TEInsertBlock = nullptr;                          │
│ 15212-  // Main node of PHI entries keeps the correct order of              │
│ operands/incoming                                                           │
│ 15213-  // blocks.                                                          │
│ 15214-  if (auto *PHI = dyn_cast<PHINode>(TEUseEI.UserTE->getMainOp());     │
│ 15215-      PHI && TEUseEI.UserTE->State != TreeEntry::SplitVectorize) {    │
│ 15216-    TEInsertBlock = PHI->getIncomingBlock(TEUseEI.EdgeIdx);           │
│ 15217-    TEInsertPt = TEInsertBlock->getTerminator();                      │
│ 15218-  } else {                                                            │
│ 15219-    TEInsertBlock = TEInsertPt->getParent();                          │
│ 15220-  }                                                                   │
│ 15221-  if (!DT->isReachableFromEntry(TEInsertBlock))                       │
│ 15222-    return std::nullopt;                                              │
│ 15223-  auto *NodeUI = DT->getNode(TEInsertBlock);                          │
│ 15224-  assert(NodeUI && "Should only process reachable instructions");     │
│ 15225-  SmallPtrSet<Value *, 4> GatheredScalars(llvm::from_range, VL);      │
│ --                                                                          │
│ 15313-      PHINode *UserPHI = UseEI.UserTE->State !=                       │
│ TreeEntry::SplitVectorize                                                   │
│ 15314-                             ?                                        │
│ dyn_cast<PHINode>(UseEI.UserTE->getMainOp())                                │
│ 15315-                             : nullptr;                               │
│ 15316-      Instruction *InsertPt =                                         │
│ 15317-          UserPHI ?                                                   │
│ UserPHI->getIncomingBlock(UseEI.EdgeIdx)->getTerminator()                   │
│ 15318:                  : &getLastInstructionInBundle(UseEI.UserTE);        │
│ 15319-      if (TEInsertPt == InsertPt) {                                   │
│ 15320-        // If the schedulable insertion point is used in multiple     │
│ entries - just                                                              │
│ 15321-        // exit, no known ordering at this point, available only      │
│ after real                                                                  │
│ 15322-        // scheduling.                                                │
│ 15323-        if (!doesNotNeedToBeScheduled(InsertPt) &&                    │
│ 15324-            (TEUseEI.UserTE != UseEI.UserTE || TEUseEI.EdgeIdx <      │
│ UseEI.EdgeIdx))                                                             │
│ 15325-          continue;                                                   │
│ 15326-        // If the users are the PHI nodes with the same incoming      │
│ blocks - skip.                                                              │
│ 15327-        if (TEUseEI.UserTE->State == TreeEntry::Vectorize &&          │
│ 15328-            TEUseEI.UserTE->getOpcode() == Instruction::PHI &&        │
│ 15329-            UseEI.UserTE->State == TreeEntry::Vectorize &&            │
│ 15330-            UseEI.UserTE->getOpcode() == Instruction::PHI &&          │
│ 15331-            TEUseEI.UserTE != UseEI.UserTE)                           │
│ 15332-          continue;                                                   │
│ 15333-        // If 2 gathers are operands of the same entry (regardless of │
│ whether                                                                     │
│ --                                                                          │
│ 15367-          VTEs, [&](const TreeEntry *MTE) { return MTE !=             │
│ TEUseEI.UserTE; });                                                         │
│ 15368-      if (It != VTEs.end()) {                                         │
│ 15369-        const TreeEntry *VTE = *It;                                   │
│ 15370-        if (none_of(TE->CombinedEntriesWithIndices,                   │
│ 15371-                    [&](const auto &P) { return P.first == VTE->Idx;  │
│ })) {                                                                       │
│ 15372:          Instruction &LastBundleInst =                               │
│ getLastInstructionInBundle(VTE);                                            │
│ 15373-                                                                      │
│ </output_head>                                                              │
│ <elided_chars>                                                              │
│ 1575 characters elided                                                      │
│ </elided_chars>                                                             │
│ <output_tail>                                                               │
│                                  ForPoisonSrc && !IsAnyNonUndefConst, VL);  │
│ 15925-  return Cost;                                                        │
│ 15926-}                                                                     │
│ 15927-                                                                      │
│ 15928:Instruction &BoUpSLP::getLastInstructionInBundle(const TreeEntry *E)  │
│ {                                                                           │
│ 15929-  auto It = EntryToLastInstruction.find(E);                           │
│ 15930-  if (It != EntryToLastInstruction.end())                             │
│ 15931-    return *cast<Instruction>(It->second);                            │
│ 15932-  Instruction *Res = nullptr;                                         │
│ 15933-  // Get the basic block this bundle is in. All instructions in the   │
│ bundle                                                                      │
│ 15934-  // should be in this block (except for extractelement-like          │
│ instructions with                                                           │
│ 15935-  // constant indices or gathered loads).                             │
│ 15936-  auto *Front = E->getMainOp();                                       │
│ 15937-  auto *BB = Front->getParent();                                      │
│ 15938-  assert(((GatheredLoadsEntriesFirst.has_value() &&                   │
│ 15939-           E->getOpcode() == Instruction::Load && E->isGather() &&    │
│ 15940-           E->Idx < *GatheredLoadsEntriesFirst) ||                    │
│ 15941-          E->State == TreeEntry::SplitVectorize ||                    │
│ 15942-          all_of(E->Scalars,                                          │
│ 15943-                 [=](Value *V) -> bool {                              │
│ --                                                                          │
│ 16031-    Res = FindLastInst();                                             │
│ 16032-    if (ArrayRef<TreeEntry *> Entries = getTreeEntries(Res);          │
│ !Entries.empty()) {                                                         │
│ 16033-      for (auto *E : Entries) {                                       │
│ 16034-        auto *I = dyn_cast_or_null<Instruction>(E->VectorizedValue);  │
│ 16035-        if (!I)                                                       │
│ 16036:          I = &getLastInstructionInBundle(E);                         │
│ 16037-        if (Res->getParent() == I->getParent() &&                     │
│ Res->comesBefore(I))                                                        │
│ 16038-          Res = I;                                                    │
│ 16039-      }                                                               │
│ 16040-    }                                                                 │
│ 16041-    EntryToLastInstruction.try_emplace(E, Res);                       │
│ 16042-    return *Res;                                                      │
│ 16043-  }                                                                   │
│ 16044-                                                                      │
│ 16045-  // Set insertpoint for gathered loads to the very first load.       │
│ 16046-  if (GatheredLoadsEntriesFirst.has_value() &&                        │
│ 16047-      E->Idx >= *GatheredLoadsEntriesFirst && !E->isGather() &&       │
│ 16048-      E->getOpcode() == Instruction::Load) {                          │
│ 16049-    Res = FindFirstInst();                                            │
│ 16050-    EntryToLastInstruction.try_emplace(E, Res);                       │
│ 16051-    return *Res;                                                      │
│ --                                                                          │
│ 16128-  return *Res;                                                        │
│ 16129-}                                                                     │
│ 16130-                                                                      │
│ 16131-void BoUpSLP::setInsertPointAfterBundle(const TreeEntry *E) {         │
│ 16132-  auto *Front = E->getMainOp();                                       │
│ 16133:  Instruction *LastInst = &getLastInstructionInBundle(E);             │
│ 16134-  assert(LastInst && "Failed to find last instruction in bundle");    │
│ 16135-  BasicBlock::iterator LastInstIt = LastInst->getIterator();          │
│ 16136-  // If the instruction is PHI, set the insert point after all the    │
│ PHIs.                                                                       │
│ 16137-  bool IsPHI = isa<PHINode>(LastInst);                                │
│ 16138-  if (IsPHI) {                                                        │
│ 16139-    LastInstIt = LastInst->getParent()->getFirstNonPHIIt();           │
│ 16140-    if (LastInstIt != LastInst->getParent()->end() &&                 │
│ 16141-        LastInstIt->getParent()->isLandingPad())                      │
│ 16142-      LastInstIt = std::next(LastInstIt);                             │
